COSPAR_number;NORAD_number;contractor1;contractor2;contractor3;contractor4;contractor5
2023-021AN;55664;SpaceX;;;;
2023-058AT;56358;SpaceX;;;;
2023-021R;55643;SpaceX;;;;
2023-021A;55628;SpaceX;;;;
2023-021AA;55652;SpaceX;;;;
2023-046AV;56136;SpaceX;;;;
2023-013B;55332;SpaceX;;;;
2023-013A;55331;SpaceX;;;;
2023-013C;55333;SpaceX;;;;
2023-021Y;55650;SpaceX;;;;
2023-021H;55635;SpaceX;;;;
2023-021B;55629;SpaceX;;;;
2023-021F;55633;SpaceX;;;;
2023-028Z;55764;SpaceX;;;;
2023-021G;55634;SpaceX;;;;
2023-021W;55648;SpaceX;;;;
2023-021S;55644;SpaceX;;;;
2023-021Z;55651;SpaceX;;;;
2023-021L;55638;SpaceX;;;;
2023-021M;55639;SpaceX;;;;
2023-021V;55647;SpaceX;;;;
2023-013BE;55384;SpaceX;;;;
2023-028V;55760;SpaceX;;;;
2023-058AQ;56355;SpaceX;;;;
2023-058AR;56356;SpaceX;;;;
2023-058AS;56357;SpaceX;;;;
2023-028G;55747;SpaceX;;;;
2023-058Z;56340;SpaceX;;;;
2023-058AA;56341;SpaceX;;;;
2023-028S;55757;SpaceX;;;;
2023-021E;55632;SpaceX;;;;
2023-013X;55352;SpaceX;;;;
2023-058T;56334;SpaceX;;;;
2023-058AV;56360;SpaceX;;;;
2023-058AW;56361;SpaceX;;;;
2023-058AU;56359;SpaceX;;;;
2023-058Y;56339;SpaceX;;;;
2023-058S;56333;SpaceX;;;;
2023-058X;56338;SpaceX;;;;
2023-013BH;55386;SpaceX;;;;
2023-013BG;55385;SpaceX;;;;
2023-028AF;55770;SpaceX;;;;
2023-021D;55631;SpaceX;;;;
2023-058U;56335;SpaceX;;;;
2023-028J;55749;SpaceX;;;;
2023-058W;56337;SpaceX;;;;
2023-058V;56336;SpaceX;;;;
2023-046AU;56135;SpaceX;;;;
2023-046AT;56134;SpaceX;;;;
2023-028E;55745;SpaceX;;;;
2023-046AS;56133;SpaceX;;;;
2023-013AY;55377;SpaceX;;;;
2023-013AT;55372;SpaceX;;;;
2023-013BA;55379;SpaceX;;;;
2023-014AU ;55433;SpaceX;;;;
2023-013BB;55380;SpaceX;;;;
2023-013AZ;55378;SpaceX;;;;
2023-028K;55750;SpaceX;;;;
2023-013AH;55362;SpaceX;;;;
2023-013BC;55382;SpaceX;;;;
2023-013BD;55383;SpaceX;;;;
2023-028L;55751;SpaceX;;;;
2023-013AV;55374;SpaceX;;;;
2023-028F;55746;SpaceX;;;;
2023-028H;55748;SpaceX;;;;
2023-013AU;55373;SpaceX;;;;
2023-028AD;55768;SpaceX;;;;
2023-028AE;55769;SpaceX;;;;
2023-013AX;55376;SpaceX;;;;
2023-013AW;55375;SpaceX;;;;
2023-013AS;55371;SpaceX;;;;
2023-028AG;55771;SpaceX;;;;
2023-028A;55741;SpaceX;;;;
2023-028Y;55763;SpaceX;;;;
2023-028B;55742;SpaceX;;;;
2023-028AA;55765;SpaceX;;;;
2023-015AD;55476;SpaceX;;;;
2023-014N ;55403;SpaceX;;;;
2023-014AG ;55421;SpaceX;;;;
2023-028AB;55766;SpaceX;;;;
2023-028D;55744;SpaceX;;;;
2023-028C;55743;SpaceX;;;;
2023-028X;55762;SpaceX;;;;
2023-014AF ;55420;SpaceX;;;;
2023-014W ;55411;SpaceX;;;;
2023-028AC;55767;SpaceX;;;;
2023-014P ;55404;SpaceX;;;;
2023-013Y;55353;SpaceX;;;;
2023-013T;55348;SpaceX;;;;
2023-028W;55761;SpaceX;;;;
2023-028P;55754;SpaceX;;;;
2023-028M;55752;SpaceX;;;;
2023-028R;55756;SpaceX;;;;
2023-014AL ;55425;SpaceX;;;;
2023-014AC ;55417;SpaceX;;;;
2023-028N;55753;SpaceX;;;;
2023-014AA ;55415;SpaceX;;;;
2023-028Q;55755;SpaceX;;;;
2023-014Z ;55414;SpaceX;;;;
2023-014AV ;55434;SpaceX;;;;
2023-013AD;55358;SpaceX;;;;
2023-014Q;55405;SpaceX;;;;
2023-014AB ;55416;SpaceX;;;;
2023-013AP;55368;SpaceX;;;;
2023-014AW                ;55435;SpaceX;;;;
2023-013AK;55364;SpaceX;;;;
2023-015T;55466;SpaceX;;;;
2023-014AE ;55419;SpaceX;;;;
2023-014R ;55406;SpaceX;;;;
2023-013R;55346;SpaceX;;;;
2023-014K ;55400;SpaceX;;;;
2023-014V;55410;SpaceX;;;;
2023-014BA                ;55439;SpaceX;;;;
2023-013AN;55367;SpaceX;;;;
2023-015F;55455;SpaceX;;;;
2023-014AT ;55432;SpaceX;;;;
2023-014AM ;55426;SpaceX;;;;
2023-013AL;55365;SpaceX;;;;
2023-014AX ;55436;SpaceX;;;;
2023-013AE;55359;SpaceX;;;;
2023-014AR ;55430;SpaceX;;;;
2023-014AS ;55431;SpaceX;;;;
2023-013AQ;55369;SpaceX;;;;
2023-014AQ ;55429;SpaceX;;;;
2023-015N;55461;SpaceX;;;;
2023-013AA;55355;SpaceX;;;;
2023-013AJ;55363;SpaceX;;;;
2023-013Z;55354;SpaceX;;;;
2023-015AC;55475;SpaceX;;;;
2023-013AC;55357;SpaceX;;;;
2023-013D;55334;SpaceX;;;;
2023-013Q;55345;SpaceX;;;;
2023-013AM;55366;SpaceX;;;;
2023-013F;55336;SpaceX;;;;
2023-015C;55451;SpaceX;;;;
2023-013M;55342;SpaceX;;;;
2023-013H;55338;SpaceX;;;;
2023-013W;55351;SpaceX;;;;
2023-013E;55335;SpaceX;;;;
2023-013N;55343;SpaceX;;;;
2023-013P;55344;SpaceX;;;;
2023-013S;55347;SpaceX;;;;
2023-013AF;55360;SpaceX;;;;
2023-013AG;55361;SpaceX;;;;
2023-013U;55349;SpaceX;;;;
2023-013G;55337;SpaceX;;;;
2023-013V;55350;SpaceX;;;;
2023-015L;55459;SpaceX;;;;
2023-013L;55341;SpaceX;;;;
2023-013J;55339;SpaceX;;;;
2023-015V;55468;SpaceX;;;;
2023-015P;55462;SpaceX;;;;
2023-015S;55465;SpaceX;;;;
2023-013K;55340;SpaceX;;;;
2023-015R;55464;SpaceX;;;;
2023-015Q;55463;SpaceX;;;;
2023-015U;55467;SpaceX;;;;
2023-015G;55455;SpaceX;;;;
2023-015W;55469;SpaceX;;;;
2023-015J;55457;SpaceX;;;;
2023-015D;55452;SpaceX;;;;
2023-015E;55453;SpaceX;;;;
2023-015AE;55477;SpaceX;;;;
2023-015B;55450;SpaceX;;;;
2023-015AA;55473;SpaceX;;;;
2023-015AG;55479;SpaceX;;;;
2023-015AB;55474;SpaceX;;;;
2023-015AH;55480;SpaceX;;;;
2023-015AF;55478;SpaceX;;;;
2023-015AL;55483;SpaceX;;;;
2023-015AK;55482;SpaceX;;;;
2023-015AJ;55481;SpaceX;;;;
2023-015AN;55485;SpaceX;;;;
2023-015AM;55484;SpaceX;;;;
2023-020W;55589;SpaceX;;;;
2023-020BG;55623;SpaceX;;;;
2023-015A;55449;SpaceX;;;;
2023-020AQ;55607;SpaceX;;;;
2023-015AQ;55487;SpaceX;;;;
2023-020BF;55622;SpaceX;;;;
2023-020AA;55593;SpaceX;;;;
2023-015AP;55486;SpaceX;;;;
2023-015Z;55472;SpaceX;;;;
2023-015AR;55488;SpaceX;;;;
2023-015X;55470;SpaceX;;;;
2023-020BE;55621;SpaceX;;;;
2023-020AZ;55616;SpaceX;;;;
2023-015Y;55471;SpaceX;;;;
2023-020AY;55615;SpaceX;;;;
2023-020K;55578;SpaceX;;;;
2023-020AX;55614;SpaceX;;;;
2023-020AW;55613;SpaceX;;;;
2023-020BB;55618;SpaceX;;;;
2023-020BD;55620;SpaceX;;;;
2023-020AS;55609;SpaceX;;;;
2023-020BC;55619;SpaceX;;;;
2023-020BA;55617;SpaceX;;;;
2023-020AT;55610;SpaceX;;;;
2023-020AN;55605;SpaceX;;;;
2023-020AR;55608;SpaceX;;;;
2023-020U;55587;SpaceX;;;;
2023-020V;55588;SpaceX;;;;
2023-020AD;55596;SpaceX;;;;
2023-020AU;55611;SpaceX;;;;
2023-020D;55572;SpaceX;;;;
2023-020AV;55612;SpaceX;;;;
2023-020AL;55603;SpaceX;;;;
2023-020R;55584;SpaceX;;;;
2023-020B;55570;SpaceX;;;;
2023-020E;55573;SpaceX;;;;
2023-020C;55571;SpaceX;;;;
2023-020AC;55595;SpaceX;;;;
2023-020P;55582;SpaceX;;;;
2023-020Q;55583;SpaceX;;;;
2023-020AE;55597;SpaceX;;;;
2023-020AJ;55601;SpaceX;;;;
2023-020G;55575;SpaceX;;;;
2023-020F;55574;SpaceX;;;;
2023-020AM;55604;SpaceX;;;;
2023-020A;55569;SpaceX;;;;
2023-020AB;55594;SpaceX;;;;
2023-020H;55576;SpaceX;;;;
2023-020J;55577;SpaceX;;;;
2023-020N;55581;SpaceX;;;;
2023-020L;55579;SpaceX;;;;
2023-020AH;55600;SpaceX;;;;
2023-020AF;55598;SpaceX;;;;
2023-020M;55580;SpaceX;;;;
2023-042BD;56037;SpaceX;;;;
2023-020Z;55592;SpaceX;;;;
2023-020Y;55591;SpaceX;;;;
2023-020AG;55599;SpaceX;;;;
2023-020X;55590;SpaceX;;;;
2023-020AK;55602;SpaceX;;;;
2023-042AR;56025;SpaceX;;;;
2023-020T;55586;SpaceX;;;;
2023-020S;55585;SpaceX;;;;
2023-042AS;56026;SpaceX;;;;
2023-042AP;56023;SpaceX;;;;
2023-042AQ;56024;SpaceX;;;;
2023-042AV;56029;SpaceX;;;;
2023-042AT;56027;SpaceX;;;;
2023-042AU;56028;SpaceX;;;;
2023-042AW;56030;SpaceX;;;;
2023-042BA;56034;SpaceX;;;;
2023-042AN;56022;SpaceX;;;;
2023-042AZ;56033;SpaceX;;;;
2023-042AX;56031;SpaceX;;;;
2023-042AY;56032;SpaceX;;;;
2023-042U;56004;SpaceX;;;;
2023-042T;56003;SpaceX;;;;
2023-042BC;56036;SpaceX;;;;
2023-042BB;56035;SpaceX;;;;
2023-042BE;56038;SpaceX;;;;
2023-042W;56006;SpaceX;;;;
2023-042BF;56039;SpaceX;;;;
2023-037C;55916;SpaceX;;;;
2023-028AV;55784;SpaceX;;;;
2023-042BG;56040;SpaceX;;;;
2023-042S;56002;SpaceX;;;;
2023-042BH;56041;SpaceX;;;;
2023-042V;56005;SpaceX;;;;
2023-042Y;56008;SpaceX;;;;
2023-028AZ;55788;SpaceX;;;;
2023-042X;56007;SpaceX;;;;
2023-028BC;55791;SpaceX;;;;
2023-028AL;55775;SpaceX;;;;
2023-028AM;55776;SpaceX;;;;
2023-028AY;55787;SpaceX;;;;
2023-028AK;55774;SpaceX;;;;
2023-028BB;55790;SpaceX;;;;
2023-028AN;55777;SpaceX;;;;
2023-028BA;55789;SpaceX;;;;
2023-028AP;55778;SpaceX;;;;
2023-028AQ;55779;SpaceX;;;;
2023-028AW;55785;SpaceX;;;;
2023-028AR;55780;SpaceX;;;;
2023-028AS;55781;SpaceX;;;;
2023-028AX;55786;SpaceX;;;;
2023-028AU;55783;SpaceX;;;;
2023-028AT;55782;SpaceX;;;;
2023-058AG;56347;SpaceX;;;;
2023-028AJ;55773;SpaceX;;;;
2023-028AH;55772;SpaceX;;;;
2023-058AF;56346;SpaceX;;;;
2023-037U;55932;SpaceX;;;;
2023-037L;55924;SpaceX;;;;
2023-037AK;55947;SpaceX;;;;
2023-037V;55933;SpaceX;;;;
2023-037K;55923;SpaceX;;;;
2023-037D;55917;SpaceX;;;;
2023-037A;55914;SpaceX;;;;
2023-037AJ;55946;SpaceX;;;;
2023-037B;55915;SpaceX;;;;
2023-037H;55921;SpaceX;;;;
2023-037G;55920;SpaceX;;;;
2023-037J;55922;SpaceX;;;;
2023-037AC;55940;SpaceX;;;;
2023-037E;55918;SpaceX;;;;
2023-037F;55919;SpaceX;;;;
2023-058AN;56353;SpaceX;;;;
2023-058E;56321;SpaceX;;;;
2023-058AP;56354;SpaceX;;;;
2023-037AT;55955;SpaceX;;;;
2023-037Y;55936;SpaceX;;;;
2023-037AU;55956;SpaceX;;;;
2023-037AV;55957;SpaceX;;;;
2023-058AM;56352;SpaceX;;;;
2023-058AK;56350;SpaceX;;;;
2023-058AJ;56349;SpaceX;;;;
2023-058AH;56348;SpaceX;;;;
2023-037AR;55953;SpaceX;;;;
2023-058AL;56351;SpaceX;;;;
2023-037AS;55954;SpaceX;;;;
2023-037AQ;55952;SpaceX;;;;
2023-037BD;55965;SpaceX;;;;
2023-037BC;55964;SpaceX;;;;
2023-037S;55930;SpaceX;;;;
2023-037T;55931;SpaceX;;;;
2023-037R;55929;SpaceX;;;;
2023-037AM;55949;SpaceX;;;;
2023-037AL;55948;SpaceX;;;;
2023-042P;55999;SpaceX;;;;
2023-042N;55998;SpaceX;;;;
2023-042L;55996;SpaceX;;;;
2023-042M;55997;SpaceX;;;;
2023-042A;55986;SpaceX;;;;
2023-037BA;55962;SpaceX;;;;
2023-042AM;56021;SpaceX;;;;
2023-037AP;55951;SpaceX;;;;
2023-037AA;55938;SpaceX;;;;
2023-042Q;56000;SpaceX;;;;
2023-037AN;55950;SpaceX;;;;
2023-042AL;56020;SpaceX;;;;
2023-037Z;55937;SpaceX;;;;
2023-037AD;55941;SpaceX;;;;
2023-042B;55987;SpaceX;;;;
2023-042C;55988;SpaceX;;;;
2023-037AE;55942;SpaceX;;;;
2023-037AB;55939;SpaceX;;;;
2023-037P;55927;SpaceX;;;;
2023-037X;55935;SpaceX;;;;
2023-037N;55926;SpaceX;;;;
2023-037M;55925;SpaceX;;;;
2023-037BB;55963;SpaceX;;;;
2023-037AH;55945;SpaceX;;;;
2023-037AG;55944;SpaceX;;;;
2023-037W;55934;SpaceX;;;;
2023-037AW;55958;SpaceX;;;;
2023-037AX;55959;SpaceX;;;;
2023-037Q;55928;SpaceX;;;;
2023-037AF;55943;SpaceX;;;;
2023-037AZ;55961;SpaceX;;;;
2023-042AH;56017;SpaceX;;;;
2023-042AB;56011;SpaceX;;;;
2023-037AY;55960;SpaceX;;;;
2023-042AF;56015;SpaceX;;;;
2023-042AC;56012;SpaceX;;;;
2023-042AD;56013;SpaceX;;;;
2023-042AE;56014;SpaceX;;;;
2023-042AG;56016;SpaceX;;;;
2023-042R;56001;SpaceX;;;;
2023-042AJ;56018;SpaceX;;;;
2023-042E;55990;SpaceX;;;;
2023-042D;55989;SpaceX;;;;
2023-042F;55991;SpaceX;;;;
2023-042AK;56019;SpaceX;;;;
2023-058AB;56342;SpaceX;;;;
2023-042J;55994;SpaceX;;;;
2023-042K;55995;SpaceX;;;;
2023-042G;55992;SpaceX;;;;
2023-058B;56318;SpaceX;;;;
2023-042Z;56009;SpaceX;;;;
2023-058P;56330;SpaceX;;;;
2023-042AA;56010;SpaceX;;;;
2023-042H;55993;SpaceX;;;;
2023-058AX;56362;SpaceX;;;;
2023-058AD;56344;SpaceX;;;;
2023-058AC;56343;SpaceX;;;;
2023-058AE;56345;SpaceX;;;;
2023-058K;56326;SpaceX;;;;
2023-058J;56325;SpaceX;;;;
2023-058N;56329;SpaceX;;;;
2023-058D;56320;SpaceX;;;;
2023-058Q;56331;SpaceX;;;;
2023-058M;56328;SpaceX;;;;
2023-058L;56327;SpaceX;;;;
2023-046Q;56107;SpaceX;;;;
2023-058F;56322;SpaceX;;;;
2023-058H;56324;SpaceX;;;;
2023-058G;56323;SpaceX;;;;
2023-058A;56317;SpaceX;;;;
2023-058C;56319;SpaceX;;;;
2023-046M;56104;SpaceX;;;;
2023-046N;56105;SpaceX;;;;
2023-046AR;56132;SpaceX;;;;
2023-046K;56102;SpaceX;;;;
2023-046H;56100;SpaceX;;;;
2023-046E;56097;SpaceX;;;;
2023-046P;56106;SpaceX;;;;
2023-046AD;56120;SpaceX;;;;
2023-046V;56112;SpaceX;;;;
2023-046R;56108;SpaceX;;;;
2023-046T;56110;SpaceX;;;;
2023-046S;56109;SpaceX;;;;
2023-046U;56111;SpaceX;;;;
2023-046F;56098;SpaceX;;;;
2023-046D;56096;SpaceX;;;;
2023-046C;56095;SpaceX;;;;
2023-046AC;56119;SpaceX;;;;
2023-046AE;56121;SpaceX;;;;
2023-046G;56099;SpaceX;;;;
2023-046AF;56122;SpaceX;;;;
2023-046J;56101;SpaceX;;;;
2023-046L;56103;SpaceX;;;;
2023-046Y;56115;SpaceX;;;;
2023-046A;56093;SpaceX;;;;
2023-046X;56114;SpaceX;;;;
2023-046AL;56127;SpaceX;;;;
2023-046AB;56118;SpaceX;;;;
2023-046AA;56117;SpaceX;;;;
2023-046B;56094;SpaceX;;;;
2023-046W;56113;SpaceX;;;;
2023-046Z;56116;SpaceX;;;;
2023-046AG;56123;SpaceX;;;;
2023-046AP;56130;SpaceX;;;;
2023-046AJ;56125;SpaceX;;;;
2023-046AQ;56131;SpaceX;;;;
2023-046AN;56129;SpaceX;;;;
2023-046AM;56128;SpaceX;;;;
2023-046AK;56126;SpaceX;;;;
2023-046AH;56124;SpaceX;;;;
2022-003F;51099;SpaceX;;;;
2022-065D;52897;SpaceX;;;;
20230001AM;55044;SpaceX;;;;
2022-002DH;51087;SpaceX;;;;
2022-002DJ;51088;SpaceX;;;;
2022-003E;51098;SpaceX;;;;
2021-058C;48873;SpaceX;;;;
2021-058B;48872;SatRevolution;;;;
2021-118A;49817;Chosun University;;;;
2001-058B;27056; Sternula;GateHouse SatCom;Space Inventor;Aalborg University;Satlab
2001-058C;27057;SatRevolution;;;;
2002-036A;27464;SatRevolution;;;;
2002-036B;27465;SatRevolution;;;;
2003-037A;27868;SatRevolution;;;;
2003-037B;27869;SatRevolution;;;;
2004-037A;28419;Various;;;;
2004-037B;28420;NPO;PM - Scientific Research Institute for Precision Instruments (NII-TP);;;
2022-020A;51847;NPO;PM - Scientific Research Institute for Precision Instruments (NII-TP);;;
2022-113A;53815;NPO;PM - Scientific Research Institute for Precision Instruments (NII-TP);;;
2020-098A;47253;NPO;PM - Scientific Research Institute for Precision Instruments (NII-TP);;;
2013-003A;39068;NPO;PM - Scientific Research Institute for Precision Instruments (NII-TP);;;
2009-023A;34903;NPO;PM - Scientific Research Institute for Precision Instruments (NII-TP);;;
2022-033AM;52192;NPO;PM - Scientific Research Institute for Precision Instruments (NII-TP);;;
2022-033AL;52191;NPO;PM - Scientific Research Institute for Precision Instruments (NII-TP);;;
2021-073C;49068;Synspective;;;;
2018-099AY;43804;Synspective;;;;
2008-038A;33274;University of Tokyo, the Tokyo Institute of Technology, Keio University, Japan Space Systems;;;;
2018-033A;43271;Korea Advanced Institute of Science and Technology (KAIST);;;;
2016-083A;41907;Northrop Grumman;;;;
2016-083B;41908;University of Chile;;;;
2018-002A;43099;University of Chile;;;;
2018-002B;43100;Reaktor Space Lab;;;;
2013-067B;39452;Aalto University;;;;
2013-067A;39451;Mitsubishi Electric ;;;;
2013-067C;39453;Mitsubishi Electric ;;;;
2004-047A;28485;China Aerospace Science and Technology Corp. (CASC);;;;
2009-051B;35932;China Aerospace Science and Technology Corp. (CASC);;;;
2005-041B;28885;China Aerospace Science and Technology Corp. (CASC);;;;
2006-033B;29273;China Aerospace Science and Technology Corp. (CASC);;;;
2021-095B;49333;Astrium;;;;
2011-052A;37818;Astrium;;;;
2013-072M;39473;Astrium;;;;
2023-054AF;56207;Spectrum Astro (General Dynamics);;;;
2021-033J;48256;Ecole Polytechnique FÃ©dÃ©rale de Lanne (EPFL);;;;
2022-019F;51829;Alcatel Alenia Space;;;;
2022-019G;51830;Alcatel Alenia Space;;;;
2010-030A;36605;Thales Alenia Space;;;;
2018-081B;43656;Naval Research Laboratory;Johns Hopkins University Applied Physics Laboratory;;;
2000-045B;26464;Air Force Research Laboratory;;;;
2021-059CA;48951;Sayari Labs;Endurosat;;;
2016-081A;41898;Beijing MinoSpace Technology Co., Ltd.;;;;
2023-001BS;55073;MinoSpace Technology;;;;
2019-051B;44482;MinoSpace Technology;;;;
2002-055A;27566;EADS Astrium;;;;
2013-004A;39070;Unknown;;;;
2014-004A;39504;Dornier Systems (Astrium) and 35 subcontractors;;;;
2017-047A;42915;Orbit Fab;;;;
1988-091B;19548;Shanghai Engineering Center for Microsatellites;;;;
1991-054B;21639;Herzliya Science Center;;;;
1993-003B;22314;Unknown;;;;
1995-035B;23613;Boeing Satellite Systems;;;;
2000-034A;26388;Boeing Satellite Systems;;;;
2002-011A;27389;Boeing Satellite Systems;;;;
2022-003B;51095;Boeing Satellite Systems;;;;
2017-042E;42829;TRW Defense and Space Systems Group;;;;
2008-002A;32476;TRW Defense and Space Systems Group;;;;
2021-102B;49396;TRW Defense and Space Systems Group;;;;
2015-077D;41169;TRW Defense and Space Systems Group;;;;
2017-007A;41944;Boeing Satellite Systems;;;;
2009-009A;34111;Boeing Satellite Systems;;;;
2015-068A;41036;NASA Ames Research Center;;;;
2011-021A;37602;Technical University Berlin;;;;
2018-069A;43611;Israel Aerospace Industries (IAI);;;;
2018-059A;43562;Teikyo University;;;;
1998-067NV;43547;ST Electronics Ltd.;;;;
2018-084G;43677;Thales Alenia Space;;;;
2007-026A;31698;Space Systems;Loral;;;
2009-035A;35496;Airbus Defense and Space;;;;
2018-038A;43435;Space Systems;Loral;;;
2012-039D;38710;Space Systems;Loral;;;
2022-144E;55138;Space Systems;Loral;;;
2022-002BB;51033;Colorado State University, NASA Jet Propulsion Laboratory, Blue Canyon Technologies, Inc.;;;;
2022-002CG;51062;Kyushu Technical University;;;;
2022-002CH;51063;EADS Astrium;;;;
2022-002Q;50998;Space Systems;Loral;;;
2022-002CN;51068;NASA;MIT;;;
2022-002CT;51073;Kayser-Threde GmbH;;;;
2022-002AM;51019;Millennium Space Systems;;;;
2022-002DD;51083;Herzliya Science Center;;;;
2005-028A;28786;Herzliya Science Center;;;;
2014-002A;39500;Herzliya Science Center;;;;
2016-031A;41552;Herzliya Science Center;;;;
2018-099AQ;43796;Herzliya Science Center;;;;
2007-004A;30580;Herzliya Science Center;;;;
2007-004D;30797;Herzliya Science Center;;;;
2007-004E;30798;Herzliya Science Center;;;;
2008-049A;33396;Space Systems;Loral;;;
2008-006A;32487;Orbital Sciences Corp.;;;;
2009-058B;36033;Orbital ATK;;;;
2015-022A;40613;SpaceQuest;;;;
2003-026A;27825;Swales Aerospace;;;;
2008-001A;32404;Swales Aerospace;;;;
 2021-035A ;48275;Swales Aerospace;;;;
2010-040A;36985;EADS Astrium;;;;
2012-020A;38256;Orbital Sciences Corp.;;;;
2015-061A;40988;Thales Alenia Space;;;;
2021-067A;49049;Space Systems;Loral;;;
2019-024A;44207;Hughes Space and Communications Co.;;;;
2019-024B;44209;Boeing Satellite Systems;;;;
2021-074A;49071;Chinese Academy of Space Technology (CAST);;;;
2021-074B;49072;DFHÂ SatelliteÂ Co.Â Ltd.;;;;
2023-030A;55836;DFH Satellite Co. Ltd.;;;;
2023-030D;55839;DFH Satellite Co. Ltd. ;;;;
2021-117A;49812;DFH Satellite Co. Ltd.;;;;
2022-031A;52150;DFH Satellite Co. Ltd.;;;;
2017-012A;42061;DFH Satellite Co. Ltd.;;;;
2008-019A;32779;China Academy of Space Technology (CAST);;;;
2011-032A;37737;China Academy of Space Technology (CAST);;;;
2019-017A;44076;China Academy of Space Technology (CAST);;;;
2021-124A;50005;China Academy of Space Technology (CAST);;;;
2022-078A;53100;Changguang Satellite Co.;;;;
2012-040A;38730;China Academy of Launch Vehicle Technology (CASIC);;;;
2016-072A;41869;China Academy of Launch Vehicle Technology (CASIC);;;;
2021-063A;49011;China Academy of Space Technology (CAST);;;;
2023-003B;55134;China Academy of Space Technology (CAST);;;;
2023-003C;55135;China Academy of Space Technology (CAST);;;;
2023-039A;55973;China Academy of Space Technology (CAST);;;;
2023-039B;55974;China Academy of Space Technology (CAST);;;;
2023-039C;55975;China Academy of Space Technology (CAST);;;;
2023-039D;55976;China Academy of Space Technology (CAST);;;;
2018-083G;43668;China Academy of Space Technology (CAST);;;;
2020-051C;45941;China Aerospace Science and Technology Corp. (CASC);;;;
2020-080A;46904;China Aerospace Science and Technology Corp. (CASC);;;;
2021-039D;48426;China Aerospace Science and Technology Corp. (CASC);;;;
2023-003D;55136;China Aerospace Science and Technology Corp. (CASC);;;;
2021-055E;48864;China Aerospace Science and Technology Corp. (CASC);;;;
2021-065B;49027;China Aerospace Science and Technology Corp. (CASC);;;;
2022-019A;51824;Guodian Gaoke;;;;
2019-052B;44487;Shanghai ASES Spaceflight Technology Co. Ltd.;;;;
2019-032B;44311;Guodian Gaoke;;;;
2019-087C;44840;Guodian Gaoke;;;;
2019-087D;44841;Guodian Gaoke;;;;
2020-003D;45019;Guodian Gaoke;;;;
2020-076D;46810;Guodian Gaoke;;;;
2020-102A;47296;Guodian Gaoke;;;;
2021-033E;48252;Guodian Gaoke;;;;
2019-093A;44879;Guodian Gaoke;;;;
2019-093C;44881;Guodian Gaoke;;;;
2021-091C;49317;Guodian Gaoke;;;;
2016-048A;41725;Guodian Gaoke;;;;
2020-082A;46916;Guodian Gaoke;;;;
2021-003A;47321;Guodian Gaoke;;;;
2014-053B;40144;Guodian Gaoke;;;;
2015-049A;40899;MinoSpace Technology;;;;
2020-058B;46233;Sun Yat-sen University;CAST;;;
2019-032F;44315;Insight Position Digital Intelligence Technology Service Co., Ltd. ;;;;
2019-032G;44316;China Academy of Space Technology (CAST);;;;
2022-066A;52901;China Academy of Space Technology (CAST);;;;
2019-005C;43944;China Academy of Space Technology (CAST);;;;
2019-072D;44706;National University of Defense Technology;;;;
2019-087E;44842;National University of Defense Technology;;;;
2019-087F;44843;National University of Defense Technology;;;;
2018-008A;43155;China Electronic Techology Group;;;;
2018-008D;43158;China Electronic Techology Group;;;;
2021-091J;49323;CASIOM;;;;
2018-094C;43712;Spacety Aerospace Co.;;;;
2023-007P;55261;Spacety Aerospace Co.;;;;
2019-080A;44800;Spacety Aerospace Co.;;;;
2014-033AK;40043;Spacety Aerospace Co.;;;;
2001-055B;26998;Spacety Aerospace Co.;;;;
2015-046A;40892;Spacety Aerospace Co.;;;;
2017-001A;41911;Nanjing University of Science and Technology;;;;
2018-110A;43874;Innovation Academy for Microsatellites;Chinese Academy of Sciences;;;
2018-110C;43917;Institute of Software, Chinese Academy of Sciences;;;;
2019-070A;44637;Airbus Defense and Space;Thales Alenia Space;;;
2020-002A;44978;La Sapienza University of Rome;;;;
2021-010A;47613;Applied Physics Laboratory, Johns Hopkins;;;;
2021-077A;49115;China Academy of Space Technology (CAST);;;;
2013-075A;39481;Shanghai Academy of Spaceflight Technology (SAST);;;;
2023-054X;56199;China Academy of Space Technology (CAST);;;;
2020-061J;46280;China Academy of Space Technology (CAST);;;;
2021-059Y;48901;China Academy of Space Technology (CAST);;;;
2022-047AC;52420;Shanghai Academy of Spaceflight Technology (SAST);;;;
2022-047AA;52418;Shanghai Academy of Spaceflight Technology (SAST);;;;
1997-068A;25034;Shanghai Academy of Spaceflight Technology (SAST);;;;
2007-029A;31792;China Academy of Space Technology (CAST);;;;
2020-061AS;46312;AstroDigital;;;;
2021-059X;48900;University of Malibor;SkyLabs;;;
2013-009F;39091;MIT;Goddard Space Flight Center;;;
2015-023A;40617;TRSI;ACMEO;;;
2008-030B;33056;TRSI;ACMEO;;;
2014-007A;39522;Boeing Satellite Systems;;;;
2015-060A;40984;KB Yuznoye;;;;
2021-001A;47306;Tallinn University of Technology;;;;
2021-126A;50212;Technical University Berlin;;;;
2020-061Y;46294;University of Toronto Institute for Aerospace Studies (UTIAS);;;;
2019-089A;44852;Thales Alenia Space;;;;
2019-089G;44853;Thales Alenia Space;;;;
2021-041BF;48606;Mitsubishi Electric ;;;;
2021-023D;47968;Mitsubishi Electric ;;;;
2020-061Z;46295;Airbus Defense and Space;;;;
2020-059C;46267;EADS B;;;;
2021-059P;48892;Tyvak Nanosatellite Systems;;;;
